9785 26820
6999 8573 881
4031 768 -341
2333 3521 -992
5836 4810 487
474 270 -307
7863 8202 676
630 9645 886
4524 7869 -921
5579 3181 159
996 1399 -90
3129 5552 -677
4231 5510 -998
7447 4461 753
1986 9489 578
4956 2807 -919
1051 2624 -528
991 4529 556
4045 2032 808
7669 1680 -172
3222 4467 353
8786 3460 236
7937 2739 -358
6711 6841 -664
8184 4581 -392
8955 1639 -367
4415 1600 519
1735 6150 369
7396 2548 61
6599 5548 -480
2031 7972 -441
3474 1802 333
1801 3894 -536
5420 8016 -442
6849 5317 639
888 5194 -763
4850 8867 292
82 2043 -144
8984 9746 189
5372 2521 -533
1350 2129 -463
8293 9727 21
8289 3792 -787
9309 9299 -387
3843 327 613
3068 1101 341
1444 4376 -643
1161 6097 979
1290 5457 -465
8978 7090 991
3792 5861 645
4568 7061 507
6369 2263 362
5314 5477 -722
5435 4883 412
3958 7446 -260
5250 3940 403
7944 648 424
4400 3630 -253
2406 6924 763
172 7718 489
2055 991 -357
8963 4720 -504
5893 25 -700
6249 8949 -189
864 2639 -942
9472 8558 295
5111 8705 -226
4404 2246 589
503 3671 -753
2022 1360 173
7723 5324 724
6993 5539 -574
4357 5656 -673
6716 2135 64
4226 4034 -446
9645 517 174
2323 5928 -819
852 4345 232
5694 3575 678
3202 7763 -571
8524 9577 -556
8530 3137 889
2365 4650 986
6729 518 270
9119 6996 -673
5176 21 -867
6920 3062 246
5580 8977 353
8032 7779 -435
5034 512 -373
7705 8038 -768
649 9184 795
9507 232 -17
2823 9584 176
9187 2839 -111
4168 6107 898
9235 8582 -166
5598 5095 435
7746 5361 -291
8990 7043 202
8358 2689 370
1489 3548 176
5634 1391 -581
7768 7155 -524
6754 210 -113
4948 2503 375
5307 4405 -595
9499 3123 320
5676 5596 -369
1881 7218 -933
3089 1824 -157
2655 160 -496
899 2291 979
1704 4375 838
7687 6626 -708
1679 2214 330
4913 6058 344
2250 5179 -706
6496 9758 -169
3409 9112 -107
5077 1383 602
4202 6502 51
2776 82 194
2866 6570 309
7583 2776 -309
6847 4292 -676
4000 312 -194
4366 825 -218
1320 4033 515
9384 996 345
5728 9690 62
6653 335 125
8976 6251 -309
9123 1743 -851
8350 7333 -864
5624 8960 -974
8240 3434 716
669 4339 -559
8398 3169 -797
122 5076 -373
7876 5804 582
846 3606 603
4038 1335 -198
8124 9690 430
7333 7332 -901
2719 8141 -273
5277 8627 427
2562 8318 301
7028 5486 137
3752 6254 -662
4906 4234 -217
7180 4069 582
3645 2080 102
8682 8806 815
5282 4669 504
3330 1576 -525
445 2949 -229
2734 5182 -719
2813 2330 -961
1775 6288 -22
5229 9457 -897
2233 3592 -829
7566 3867 423
6937 1636 -491
1420 3252 191
7111 9218 728
4014 7602 195
2169 9472 980
3460 617 -857
5397 5477 -380
7841 8188 468
7670 7571 104
5669 771 -500
1505 2978 -866
1443 1941 -556
1913 8284 770
7130 7594 283
5414 6552 -314
9515 9275 418
1569 5266 874
2188 3465 -344
3770 2898 722
2240 8933 -694
6796 389 634
9536 7548 99
2633 5376 935
5580 4761 616
6073 2175 -72
1808 5688 -51
564 4651 -455
4878 1114 -823
2806 2699 127
5940 9035 490
2051 8478 -619
2488 8304 -451
9140 6507 -921
7754 2902 703
1332 7602 -161
6874 7966 -945
4222 4227 896
4936 7765 -244
1761 6315 -631
1014 3769 832
1004 5010 964
6579 7872 599
9040 4806 376
4798 4398 -330
8911 6995 -972
5935 4212 -319
2540 5933 -648
9662 8933 -279
1996 7862 -325
2741 7957 817
5708 3042 984
9423 5648 456
4422 9012 -866
2087 8451 -78
944 6056 59
7317 735 -166
3346 2343 372
9378 3756 362
3394 3724 -301
454 1624 384
8946 7214 -101
4855 1781 519
1544 1584 536
6814 1077 892
6304 8651 -954
3467 5502 -492
3094 5020 -222
5060 2731 884
269 2216 -61
21 566 206
1097 1232 110
6610 4196 497
8083 2745 -628
8162 5073 -965
976 513 -723
2712 2629 4
6750 6616 -216
3878 1884 637
273 8828 662
7931 48 319
9018 881 899
3649 7614 -292
3949 6854 -377
842 5969 -21
2223 5853 893
1434 705 763
8427 9336 113
8569 2851 -480
6410 591 -235
9165 8715 -487
3186 6504 -844
5385 5029 -45
1498 169 891
3546 8871 392
1533 9766 390
2069 7556 721
8363 812 -619
5693 5232 -331
7634 2745 -644
1657 7955 354
1401 6902 725
5086 2426 695
5909 4681 -406
5762 9378 520
2513 1742 971
2162 429 169
4804 5337 20
2204 3004 -668
4584 6299 403
591 9740 -881
8974 4930 -415
9413 4250 -273
8828 1342 811
6333 4775 -842
4796 4708 252
4812 9261 729
2580 6228 325
2101 6680 735
7589 5857 -742
8648 4285 24
7535 1522 433
6548 2083 686
1707 8889 -353
616 7068 714
5346 5016 -762
9360 8598 -149
3125 4999 -478
9707 1700 351
4108 4059 706
5339 545 752
3556 4535 -338
8651 21 471
775 5885 -990
2238 7029 319
7933 2894 -304
2306 8930 -606
3483 7976 732
4824 2768 136
4663 4658 979
4204 239 -938
8346 1586 420
7976 3833 973
203 1955 304
6671 6982 584
120 702 -571
863 8622 -711
3971 7547 -699
1129 6242 -781
8485 5065 857
971 1999 366
6972 386 295
2725 3991 -163
2256 9767 758
1977 1051 907
6632 1161 -494
1086 3167 -117
7351 834 642
5938 7438 -331
3952 6400 409
1502 8885 803
111 5566 -985
6240 1317 110
4759 1095 572
2440 2419 281
580 252 -982
8682 3475 -559
752 7622 724
7736 7501 -592
1041 5766 -618
4275 8488 -505
1013 4162 930
3768 8270 728
7582 3839 132
6105 7416 620
4671 4187 -532
3913 4380 872
4424 7896 819
8188 4006 696
3421 6917 982
6208 5743 -437
5796 9449 -868
16 9701 -309
4426 4702 20
1121 6605 -113
8255 1019 -382
8167 6630 -900
1558 4298 95
8824 7734 33
3775 5926 -935
7775 1573 -308
3448 7544 -698
4684 4303 513
2897 49 -533
8658 7672 -299
8531 8486 -818
4666 2513 -149
7379 6494 552
5005 7608 -885
8575 3670 364
1624 6545 108
6000 8332 -143
8657 4489 104
9398 5019 238
5417 5110 -575
4170 6729 -285
2225 945 502
1919 9024 -208
2357 142 865
5530 3982 205
6109 3489 -391
456 6600 -836
8780 7799 578
5940 7602 945
4966 9781 480
1740 9633 -71
1750 2816 259
3251 9113 -843
9572 2443 -624
993 3408 421
1129 2471 -170
7686 3455 902
592 5682 -621
4133 3737 -736
6171 8745 913
6419 1624 -334
7934 631 277
3102 7130 29
9588 6256 478
5291 5317 191
7796 7014 -828
2735 5300 355
3878 1759 207
5311 5047 -738
6664 771 765
4943 5459 -435
2387 3194 764
8315 657 668
3100 313 -712
5649 6920 -850
1145 970 470
815 1135 -827
7877 9756 347
7575 6255 -59
3482 6195 -474
4419 9370 -637
4366 2288 401
61 5025 -527
7484 2440 535
1660 5949 873
1069 4535 224
4235 1040 573
1251 8711 89
6986 807 -557
2092 2342 -740
8206 6028 367
187 4622 737
7858 1496 259
5294 3917 389
3888 3147 479
4492 6451 -998
1946 2875 254
9 8967 170
9269 9521 37
9428 8911 -535
2578 7632 -548
975 464 899
7248 4424 -470
3468 7245 -948
4222 193 -936
1294 4174 -840
8431 13 -525
9170 4326 -754
5453 3631 849
8459 7825 754
4266 4209 -11
8657 1352 -877
5752 7252 -713
3424 2807 161
8663 5348 -637
8879 2912 454
9704 5136 742
1650 2360 -645
4567 8015 624
1856 4840 -443
5720 5527 -64
9165 4037 -77
4058 4687 188
2851 7146 -79
505 723 31
3746 9309 -185
8305 706 -50
4863 3032 492
4447 3653 562
7456 9149 640
4818 3535 658
5887 8571 540
3130 2536 -737
902 4265 -110
5308 5663 -836
6042 1894 -418
5525 2344 513
4076 7368 -396
1606 5550 -577
7872 278 -226
8121 4661 -985
383 5905 3
5540 7664 -122
4080 2721 -949
749 7339 -929
7861 3177 219
8926 2667 -523
3949 6755 991
1928 7584 380
4646 3853 -638
6690 1850 -278
6073 8069 808
8125 3129 -303
7684 1241 -197
3484 7242 623
6527 7708 -324
6329 8100 -330
6886 4807 -350
5522 3551 524
2030 4497 447
1303 6207 -552
8180 4523 569
6028 3696 -3
6265 7003 88
24 8467 852
1413 4540 -440
827 3474 534
3748 4492 -883
2447 8199 -123
6111 7141 -483
4469 8644 -275
8181 3067 -561
6198 2687 -520
6982 7959 375
6314 1120 373
2994 7 310
6222 8046 -977
8282 2081 197
8940 1613 -309
2081 6858 726
7814 5870 -258
6166 3757 267
9344 1909 -217
1212 8900 846
7852 4614 -554
8978 892 -729
5431 5042 -964
5628 9053 10
7791 2895 673
5935 8229 703
2121 6002 682
4279 2108 104
4241 7152 -383
7970 8515 -622
8396 4003 -454
1162 8246 -188
2073 1471 940
4628 8789 -6
4180 4781 -912
7659 716 576
4300 4594 -401
3523 5276 -587
2251 5593 335
3221 2354 -246
8140 2751 -455
6079 1405 725
2018 4834 -609
3738 6252 43
7021 215 126
8838 7848 -771
7082 2342 417
7617 820 -406
1801 7631 354
9724 7238 -973
7231 8799 -776
9567 320 -900
7825 1413 -327
5656 5240 950
9219 5774 856
2866 959 -149
7778 3332 365
2999 6765 767
4088 9367 -283
5896 8455 -881
4113 4651 -486
6790 3681 254
9245 1387 141
1873 1691 866
1803 3179 545
8620 6818 -783
5234 4568 991
318 7393 575
117 1838 269
8725 7463 825
9647 961 385
5058 5152 257
7843 6999 383
7260 6644 -705
6238 8575 -717
767 6548 237
1018 3109 39
4064 2556 -959
3127 3977 778
5064 1886 493
9468 723 -709
8375 6978 -657
113 3679 -429
6810 5531 560
3162 6080 -310
8310 3621 50
9449 6364 911
1085 9165 -903
8505 8083 118
3638 3506 -921
2391 9544 -637
8617 1685 -41
4586 7156 608
7907 9697 -987
1006 4872 -760
5129 1402 662
9672 8558 -561
201 8266 -757
5810 5845 768
3806 6385 -19
5372 7303 556
5971 9346 -362
8178 5633 750
6670 5406 -543
2061 8103 614
2230 2026 210
6027 1333 -561
9506 8260 -951
6907 5907 330
5128 5632 172
385 2409 -764
731 2408 -322
2258 5691 -746
2718 8444 -595
266 1762 718
6220 9655 -716
2759 3949 442
4597 4227 783
5866 391 -255
3225 4583 587
9074 2364 30
1931 663 416
1153 4144 -154
5313 6860 652
7042 2399 785
9736 5732 -630
5077 5516 208
5894 1711 740
5936 3135 -653
52 5189 721
2012 3555 856
9017 5029 -91
8842 9718 844
7288 9208 -617
5215 88 -569
1210 6033 -221
5655 5920 157
7310 2766 209
5399 2239 366
5491 1086 -966
7995 2521 -913
6066 3730 -494
3741 4436 -355
3326 3 -740
9287 4035 367
3001 1722 -322
732 4133 271
7156 7697 -767
1697 9564 928
5595 3874 -283
3196 1412 -86
1649 530 417
2787 2085 -554
7522 6065 359
5021 2779 813
457 5808 234
9777 1398 -718
5643 5610 -591
6179 4865 775
75 5109 -113
622 7332 -475
6401 1578 42
3091 3848 -350
6023 1232 -349
6770 467 -338
1995 6674 283
6569 9094 303
3821 6544 -145
4357 818 380
99 8502 265
5608 4138 428
6602 5700 573
6258 7167 -806
6142 4176 -375
182 7320 597
2876 2792 810
1294 7705 859
4353 3610 -243
9498 1654 795
5006 1589 -588
5825 895 -150
3589 7450 -451
8637 6031 114
1824 6838 298
9311 837 -726
2456 9728 -581
6190 8312 -926
2749 8324 -726
9058 480 -985
3299 5436 207
7145 1397 575
790 4744 -458
1085 7861 988
1372 9755 -777
7137 1883 536
6518 3316 32
5402 1140 540
2595 9083 -297
8085 1687 -546
1974 1120 -852
1028 6300 -312
614 1119 -720
5911 7891 557
8167 3696 -842
9617 7879 595
6896 1945 54
8645 382 -493
4076 892 -883
1898 4139 185
9280 8826 -938
6741 3606 5
8443 2244 637
2518 7361 -676
5558 4866 -502
3757 5837 106
6899 2968 842
7125 2709 88
3041 7430 -591
9233 1992 -58
5016 1359 761
8595 927 771
8240 7167 55
5705 3580 -623
5724 8468 497
1259 7540 -267
9041 9178 -514
6348 754 -983
9520 7860 284
2593 2123 -907
6933 9747 -208
4709 4884 444
3794 1474 695
7014 6117 367
7049 821 209
3956 964 -771
8623 3493 -772
3813 4598 990
9524 9043 -398
2404 7837 582
6491 3089 -860
7945 981 718
9554 4988 358
283 6997 631
8218 4018 -948
6383 768 498
6528 4896 -530
5616 5538 -187
3454 3686 0
4814 6932 -33
217 5985 -359
560 6421 334
3888 1670 262
3120 2580 -338
6826 4971 -67
142 4100 942
5962 8402 -604
2587 4490 -370
7679 6970 -961
3848 2134 840
2475 7409 515
6127 8488 870
2075 6123 -780
1186 5920 -306
5068 3469 -967
653 5052 103
217 7006 -433
4794 4418 968
41 2953 398
5001 3816 -956
1542 240 243
2776 993 228
9288 5434 704
1214 2891 382
3605 7047 521
3775 9200 -234
126 8156 972
5277 1967 381
6662 4319 576
2092 6387 171
5892 5901 527
8533 7476 889
364 8076 -138
7611 1380 732
1871 1352 608
9452 7648 657
7005 792 706
6964 8923 -877
3202 6595 -346
3215 463 -592
6833 55 -901
9052 5586 -518
5889 7320 -729
7855 6376 160
576 7705 -630
7402 2808 489
8619 6483 434
4901 920 7
4592 8999 852
5137 220 -288
4042 5682 631
5124 751 904
7179 1868 -15
5236 521 -449
4260 8849 153
7876 6212 -677
2433 3387 484
8148 6820 -799
6062 3724 -507
7631 6684 -3
5830 6354 648
8609 9441 -231
6817 5970 -204
3530 5436 -185
3992 5349 672
3418 3916 -116
6331 315 771
8449 4332 -691
3302 7559 -404
6764 9369 698
5374 3295 -877
3965 7044 -228
4510 7990 -175
9625 7314 -642
2448 5983 853
3613 3719 -828
198 1112 298
8421 4463 -26
8167 8052 800
2451 4109 -327
4790 1861 -729
6242 1362 315
173 8894 805
1021 2717 -408
2036 1987 364
894 4555 -888
7078 8816 266
1965 2877 -357
4571 7422 104
862 3699 799
5426 2461 -936
8770 2791 -442
4329 7888 -918
8559 7649 302
4669 9074 -978
8097 3079 98
7382 3639 380
220 8449 853
1570 2454 -196
6166 2179 221
5373 6571 718
9195 4645 -302
264 6739 -797
3694 8567 -576
6463 8745 -202
7468 1462 736
5335 5189 -985
49 5639 570
8898 5174 -900
5100 6458 213
624 2936 690
224 2708 594
7908 1490 -369
25 4461 629
7490 3698 893
862 6029 -102
9647 8291 862
9113 726 -396
3683 5686 -760
5797 1372 -362
3543 521 -571
379 5012 187
6797 8778 302
4426 9189 39
1758 1012 -233
9162 2962 -723
3521 2017 -358
2465 5390 962
6069 9 -337
4061 2928 883
8608 4834 109
918 6356 -218
783 9027 303
818 8040 198
4308 8014 134
6496 7213 -44
7504 1277 -504
8585 2177 644
6153 2882 -121
5002 1989 -914
3078 5353 -648
6990 8371 753
9044 9207 948
1487 2999 787
6478 1919 532
9724 5613 287
3738 8486 580
1759 4714 -830
4867 760 -542
4710 7315 248
2012 4733 -265
4191 9456 319
6479 8882 124
9308 183 130
5710 8821 -235
8408 559 -233
2652 7953 108
3733 1506 -477
3181 4719 -962
9554 1366 496
4150 9120 629
4344 9703 309
3019 5474 560
3468 6413 -111
2402 3487 859
4009 2988 574
7290 6352 -378
3777 5854 466
5262 3207 -213
1415 853 65
2846 8008 571
6082 7494 591
5559 8867 -366
6921 1533 -160
419 8 -182
2332 252 586
249 7306 916
195 1827 -57
3898 7014 -816
3199 2619 729
7754 3368 -154
3914 2924 176
7634 9583 789
3673 1952 -962
9425 7308 561
8343 6041 -254
9404 2565 -743
9163 4865 191
67 7185 -631
7967 3189 95
2593 8987 521
9517 3971 966
9300 3533 139
1529 1056 108
9507 6437 114
3415 4632 581
436 3248 396
3485 1248 -910
7770 8945 743
2008 2394 811
9268 3968 234
50 8773 788
9711 4971 -483
1037 2607 -463
5197 5445 -756
3551 568 -159
7675 6592 769
852 859 222
9400 3828 828
6214 4576 -943
4094 2614 -875
5217 6992 378
1229 2196 344
4185 1073 617
2306 7811 -936
7729 8215 -847
6763 5524 -143
8805 3805 -515
6323 3177 862
499 9635 262
9698 7370 -373
4555 9204 -607
2 6475 -799
3497 5900 -627
8364 317 189
4514 7909 641
5611 9247 368
5199 5262 -272
322 5063 -865
7514 5095 -986
2951 8882 282
3720 7632 733
6742 9378 -457
2275 1391 378
4511 1319 -640
139 6883 710
1635 5686 -541
4898 9578 -321
382 5549 771
3027 4337 356
1551 1414 -334
4534 9037 -210
9753 8490 730
8970 6635 -772
181 8466 771
8388 4374 149
1370 7955 -635
8472 837 -180
1644 9783 -559
1165 2734 -12
3364 8294 867
7182 8450 694
8734 6215 586
4359 4738 -73
8234 451 963
8805 4611 -228
4736 431 -302
8478 371 -638
3841 1628 -817
2095 7132 -364
59 8435 499
9003 4678 934
4258 2558 284
8510 8754 -520
1699 9612 -86
8902 730 759
5508 516 -227
6344 8067 -45
1437 2103 337
677 8464 545
1551 5412 259
4460 2796 469
8303 1537 557
7050 8166 -695
7357 4997 561
4601 914 727
3512 5995 -612
6301 8541 -995
5682 307 -401
8750 3679 -409
6692 392 941
7273 7587 532
7711 9635 -222
1505 9201 471
795 5594 -232
2607 8012 903
4970 4408 490
4694 2897 676
9630 2015 857
8368 748 816
767 4919 254
2424 8718 219
8762 4251 241
459 5319 -566
8794 7153 435
4744 1408 -553
8870 4259 286
8191 2400 864
2032 3361 109
3244 1949 876
5868 8386 -624
3892 162 809
1725 8044 -610
8592 5391 53
9644 6599 -534
9334 3788 333
8626 4096 -894
8508 2566 735
1548 3014 -519
1720 1896 368
6434 6583 -654
3185 4126 43
6083 3757 -785
2826 9430 -492
6274 4667 -781
2826 3756 12
4912 1673 785
6955 8877 165
4979 3992 -687
2772 6468 -761
1043 1389 -46
1306 1318 -173
7693 4393 -541
1197 4272 -157
7941 764 114
5696 1578 -114
2070 6867 -443
2775 8746 557
4322 9723 -266
6289 6519 -637
8806 8904 -900
3249 4549 -76
5898 1501 -814
3671 2177 -796
8622 8425 385
1380 2998 -578
6661 9586 230
8980 2958 -249
8688 67 657
1287 3301 -698
8526 4906 -264
4222 8524 82
5660 7480 555
5690 6743 -654
6686 5873 18
4726 1777 -785
6678 7980 -98
644 2158 -725
7203 5217 -890
8866 752 938
2026 9689 818
7610 6771 487
1958 6100 944
3981 5859 -10
3639 376 -28
2879 2356 965
8472 4163 -744
1320 2571 331
7936 9228 -80
9131 1051 -21
7166 7388 -907
9226 1245 382
2635 5700 -308
9159 3882 -733
2891 3698 -484
9372 4567 862
515 476 -514
3508 5430 621
7567 638 784
9179 4865 650
7716 7922 226
2347 391 840
1668 2061 -76
6987 5131 985
6512 3568 -246
3150 4640 -302
6039 5147 -747
3547 974 161
8455 5246 -566
4853 7943 887
8815 7445 -972
3774 8209 528
7949 7168 796
6241 2999 -293
8802 5600 -902
7892 5733 -753
9679 8222 650
7509 9090 976
7228 7595 356
8652 4326 789
6079 5450 303
8812 6825 -515
7305 1159 701
1030 913 769
3722 8 -289
1025 4127 -566
9698 6036 -414
2750 1723 -390
370 1332 -294
4592 1017 -598
144 3239 -957
8405 4799 154
6881 7232 506
8243 5509 790
4055 7249 -374
8928 1319 338
7325 2547 -871
6859 4212 793
3101 2346 597
2220 6848 -177
9049 150 -9
7596 216 781
954 1717 -173
4412 4829 -493
8457 1154 749
4894 2701 906
7792 3147 11
952 4867 901
821 1603 -480
6056 4194 -801
2434 6382 41
3243 5961 -805
70 99 82
3201 9201 -595
7414 771 -872
3214 1819 -786
2600 515 -586
8814 5305 -63
6548 4544 -687
1857 9689 -826
5033 8814 -999
368 8345 957
11 1282 587
3599 7482 588
4013 7174 38
1529 3353 -916
9758 6983 889
9057 2477 -73
6540 8437 1
867 3931 766
1044 729 -671
2660 7012 -776
6232 1563 20
6370 3053 -194
9324 1284 -72
7261 8048 -348
4060 6840 -958
8672 5460 -28
5366 1815 -825
5822 9344 -125
414 1591 -429
1442 2870 -841
3433 6848 -405
5548 3859 -215
6391 325 668
3007 3742 -522
1730 5678 195
4453 3884 174
4989 4710 -458
317 2553 -82
4832 5403 535
5611 9151 -131
7002 2383 604
7332 8642 -532
5193 9419 960
4653 8672 588
1142 9225 -321
2643 1934 -680
8285 3662 -741
9499 8697 -598
5158 9307 746
990 4827 -641
2822 3586 -798
2148 3614 -481
58 1252 -767
6500 6996 341
2790 8705 -772
4512 8792 683
4174 6603 45
4446 5384 -347
492 3336 899
6826 6577 -895
2902 856 633
1445 6931 -818
6649 9634 644
236 8234 336
3365 8779 41
3198 5658 -786
8449 4370 662
4911 9733 -756
8254 7908 -41
6005 9623 54
9275 7153 -25
1058 3846 -164
9226 3832 -220
1256 3063 849
3381 1691 -181
8106 2391 736
8781 5926 -305
4010 3773 -487
7188 7581 574
6745 558 572
355 2810 514
4184 6248 616
1151 5528 749
1161 8281 897
3668 663 -706
741 1100 -468
7283 120 828
2514 3825 -316
2006 898 -537
9416 7852 -414
1775 3808 314
4925 2370 25
3600 688 294
1378 1627 154
9110 3721 -321
6993 1156 487
8577 1464 167
4443 2761 -932
8642 1270 65
1361 4289 -880
5410 4503 -274
2847 5305 319
8850 3595 447
8733 6124 187
7248 5866 -462
1515 8302 429
4113 5755 -102
1059 3402 361
7496 8659 -736
6830 239 537
7319 601 991
409 3201 304
1415 8996 841
2130 4105 877
9177 4362 -856
9732 1837 455
6700 1691 648
7339 3988 -509
3988 6689 -940
811 2894 547
7665 9563 -749
9079 2360 508
4182 24 -921
5424 9735 859
2562 6565 -46
1350 7975 -920
3530 1266 999
5081 4632 -984
1187 5070 112
7575 7424 -442
1631 2837 -889
5682 848 752
7262 2166 -137
3475 8237 512
6977 5998 -770
5597 6866 -15
423 9229 -913
5765 3172 66
3807 2633 46
7491 6035 -83
6882 8923 69
3689 5274 -280
5589 2874 -942
5835 1512 -605
6895 4756 723
6723 4718 684
6321 2803 -965
4579 9144 265
8905 2144 106
4074 9548 -609
3719 4264 -544
5059 2811 -804
7916 4733 538
406 4659 -400
2371 6575 -587
3155 7083 402
5696 5430 -310
6432 7488 378
79 5325 83
1284 1238 204
6244 497 738
6696 8445 824
2548 5698 917
2430 6934 -819
538 9702 -828
666 5273 -559
4837 3969 40
1288 3102 59
8699 5242 -694
6631 4497 907
1384 8360 690
6588 1854 237
2550 9427 823
5770 1348 209
7497 5902 -984
4953 1293 -858
719 7985 -481
3444 2769 678
9144 3169 -963
2022 1033 -385
6512 3501 270
8245 8530 861
4123 6347 845
6363 5523 -456
3223 5270 66
855 6802 150
261 9485 445
5312 1248 954
3291 9010 -175
6141 2655 -348
432 7770 500
9217 9609 -325
6242 5651 -829
1279 4952 328
1060 3781 546
9491 5526 255
2185 8000 697
7203 5012 908
7655 69 -376
6910 1838 784
1448 2555 -762
4352 2945 190
7662 1162 -491
9685 290 -819
6273 564 365
9565 2629 893
8086 129 -415
1595 151 420
4802 2509 924
1391 875 376
1220 7924 -206
45 67 -65
5682 5290 538
2140 91 -511
3740 4282 -450
5879 8923 812
9769 5585 745
184 4756 298
4603 5074 -727
5115 7461 -941
5234 5852 -509
9621 7237 660
5167 8142 358
4750 7655 498
6990 6789 -446
6305 246 -174
1299 8154 281
6946 4898 688
2810 6944 933
2373 6054 -212
7252 6129 300
110 4801 809
7044 8591 -679
4182 2799 -55
6122 1031 -533
6415 7297 813
4561 9477 184
9154 6304 -89
8356 3223 -390
6820 5149 -210
6330 1129 -603
9446 264 367
7879 2958 -130
9233 8795 187
5439 8610 -124
5770 8219 -84
8401 4869 -621
5008 7119 -978
9152 7337 326
676 6053 973
7080 5972 289
7903 22 819
5058 6360 399
930 1781 -553
4845 7171 -375
3757 2597 379
5445 3 79
2650 1153 -598
6055 610 624
6224 1266 853
7121 8850 -37
7994 7376 -929
71 315 708
4588 8956 -417
8873 5111 -895
7363 8511 785
2649 6002 602
2641 399 991
6536 6223 160
6233 2277 207
9101 1835 945
7428 5919 -976
7772 8251 353
6425 4200 -845
3778 9752 817
669 474 -265
2471 7514 942
2773 3221 487
7042 195 -802
4815 5629 -915
8466 6066 -582
4731 5373 641
9380 1595 -743
4527 8595 511
4179 803 46
7652 4468 -936
7030 1552 -436
7754 8214 165
4423 3184 -3
2194 8320 784
750 5704 404
5967 6835 -802
5767 4490 -376
826 7263 -816
3397 545 348
2493 193 -19
57 5486 -683
9536 8404 43
3595 2114 -956
4655 8877 -565
4264 3911 -51
7102 5378 -159
6561 1152 -216
7956 2689 204
4430 2659 959
3332 5951 -836
2039 8437 -301
1111 6382 -386
367 5737 897
4043 3441 -749
9137 8493 -667
3348 6540 228
27 3424 502
3145 1917 91
2388 343 -69
9073 2868 185
5639 4428 757
7935 4281 -776
766 4045 17
3164 5852 534
3235 8729 -302
5228 8651 999
51 1822 741
2384 6939 752
2740 8076 880
1260 3383 -337
8415 2177 -497
3531 7810 565
2634 2218 -661
3121 2082 259
3192 8838 5
7266 5384 -142
3322 3082 330
8093 8101 550
1045 7679 -96
5895 8302 433
8326 6335 223
43 7271 842
4010 7192 542
4742 7801 485
2899 9145 -83
1707 4630 479
4503 2877 -3
3094 1817 -142
8315 4268 855
2350 7399 -59
3505 4172 -615
8401 2472 -235
4615 9605 326
1576 974 363
913 3436 -572
3273 6056 435
2072 2931 -750
4847 7980 -58
3724 8972 -356
6010 8861 -836
2599 661 634
8233 9396 319
6574 1021 537
3583 2370 -649
8527 2711 427
3002 3798 -606
9725 7406 -832
7212 7107 415
8722 8438 -65
6518 2759 -431
7504 1864 109
3054 6117 -266
8210 8231 144
4737 7329 -316
8944 5570 -27
3569 3105 68
3052 4564 780
6201 1816 938
7343 2883 553
1348 6662 894
6680 6475 686
976 4105 -24
4689 4703 446
1821 9418 185
8801 7112 586
6900 6927 349
6548 1060 -953
7136 2652 -850
9619 7281 923
6087 4814 492
5291 6041 -562
1879 5500 372
5948 294 647
1264 874 301
843 10 550
7120 1251 -975
1614 3469 55
7529 2234 694
9083 5868 -247
8868 3915 186
5369 5038 -118
3416 364 758
5372 5208 759
6775 8302 291
508 6075 139
8392 536 -521
4162 571 860
6328 7181 -966
4400 919 547
8635 5306 233
4897 651 167
1433 6681 -179
7774 5900 -367
7604 399 -894
9023 6432 -710
9695 9579 348
7871 6861 -310
2460 7713 -327
2896 3743 522
1912 6781 916
9440 8165 702
9709 7554 -918
1639 7078 248
341 9699 -717
3200 7641 805
4853 9016 -639
9093 6385 -479
5507 9124 -579
4764 6178 890
7720 5119 317
2646 1174 419
8483 2324 -637
2604 6787 -174
7792 8698 -995
9485 6450 109
4594 2810 -952
3790 2253 521
1185 1841 -989
2811 5806 -997
5263 8460 -655
1694 8334 760
6161 1804 -659
2446 4448 463
224 7302 446
1837 4054 489
9726 2628 338
7756 5255 783
2294 6363 499
4457 2465 892
2369 7973 -572
389 322 -44
2058 999 -458
707 4512 -972
5190 2413 517
6013 657 -388
6467 5650 922
1783 175 554
8811 8972 717
901 7889 -926
1258 7941 -603
2190 5753 148
3657 6208 -297
7714 9103 518
88 9260 854
3082 3620 -992
1301 2239 -11
4373 5664 -327
9568 1916 -524
112 7256 542
7142 8246 -461
3204 7532 547
2609 7321 -503
4923 4593 741
2031 8894 -129
1023 8687 307
292 3671 -925
3866 1349 -766
117 9426 991
2868 765 423
9150 6764 688
677 9310 639
6162 1110 774
6628 3860 714
2706 1762 -576
5660 6305 -631
9694 9545 -826
8951 8089 -334
8291 6001 -912
3633 1773 -521
6065 392 258
5210 3367 692
5838 3669 567
941 97 -955
1504 3073 -985
123 8496 -148
9640 4915 -187
6711 8827 315
1738 8639 -577
4370 4202 502
2917 9699 -565
5057 1240 402
6641 1327 387
5069 4174 -13
8649 4873 689
1145 2627 -280
2834 9390 138
7804 6515 380
8129 1369 488
3214 6148 -139
1219 8551 -686
8095 8583 327
9758 1511 921
2124 1046 813
5938 6086 542
2177 370 510
2707 6730 130
7315 5089 -385
8244 432 406
123 6477 176
5276 4275 579
2981 8909 -404
734 8401 -488
1834 1249 969
6069 3975 -601
4995 4030 -632
7131 6149 402
8774 3886 773
4603 712 -283
2887 1905 275
9253 6920 579
9589 2728 282
